113.864691,22.942327,727.2168785
120.412618,36.382612,873.1645956
113.370643,22.938827,884.5330331
113.001181,23.120518,826.6887875
112.985037,23.15046,808.1053008
113.890205,22.798043,753.4898919
110.361899,20.026695,781.4687045
113.682288,34.618975,911.640984
121.434529,31.215641,432.4506947
109.488707,18.309754,821.1507531
120.682502,28.011099,25.54215362
120.68556,30.912366,972.7084818
126.687123,45.787618,493.3779525
120.48506,30.053066,860.2622386
103.970724,30.397931,215.7966041
117.270073,37.96162,412.264955
117.212164,31.831641,272.0053801
120.256218,31.882242,206.8237811
121.411101,31.059407,409.6144526
113.336586,33.729581,839.9916849
104.137953,30.784276,598.7225204
114.141516,23.159282,223.3338514
120.499683,30.042305,406.2609822
120.487242,32.180365,545.5267611
108.94686,34.362975,266.1750092
121.299895,31.105064,490.1521715
112.873295,22.920901,453.0259023
114.164329,22.644532,644.492751
113.373916,23.086728,781.3759912
120.282954,30.196059,402.761197
113.250159,23.075847,741.8326822
121.145445,31.193621,942.8767097
116.675933,39.986343,953.4662596
120.896422,31.472813,860.4364061
120.75997,31.734934,802.2790672
118.782607,32.00381,483.098984
118.314741,32.26999,229.5062119
105.268729,23.732875,178.240957
111.723311,34.771838,879.1224783
120.169746,33.357616,660.2690883
119.537126,26.200017,158.8714872
119.953287,37.165859,172.1024668
113.830123,23.00734,299.8989011
100.70191,25.408898,222.0889135
119.273795,26.060002,572.2872958
121.373427,31.188567,537.3013256
116.466752,39.951042,902.1840063
119.276396,33.761172,668.8028024
114.20716,22.777829,170.3159089
115.690291,25.098436,945.9129326
126.118338,45.11481,873.8966285
117.668326,30.683932,259.7056143
116.366324,39.781077,207.1143176
106.563101,29.583974,825.3296767
120.377998,31.578216,525.465966
112.50952,37.899569,634.0094174
116.611935,23.66941,253.0423058
121.07145,31.10094,637.8501985
103.787344,30.940037,896.684404
116.161048,31.977315,111.5749026
112.911223,23.164952,898.8142628
113.90795,22.473978,315.8040429
121.946335,39.403784,73.01137359
120.44004,31.561242,373.6951106
120.172545,36.009391,652.0996605
117.3571,31.859773,347.5872838
126.609854,45.722514,536.0317669
113.448233,22.652566,761.6331804
120.531699,32.402873,39.88495382
102.911877,25.091979,639.9382575
118.914313,32.013572,690.0764207
114.842647,28.133165,182.8648375
126.597762,45.739299,425.9300624
114.876072,33.773379,968.8611733
106.540999,29.520217,27.03569632
119.437188,32.440656,583.7995679
114.033057,22.733424,647.4358628
119.342481,26.050688,349.8097591
104.041129,30.598338,474.4545046
113.931555,22.607629,190.8770104
119.917693,32.484184,271.0814719
113.072203,27.813351,350.4548862
118.371124,35.082682,547.9424197
116.512489,39.822105,446.5450812
120.926368,31.320681,464.3315036
113.714414,27.200748,368.8747253
120.355238,31.557524,104.4630482
118.178065,39.817421,635.8949199
101.775209,36.614975,730.5834657
120.639151,31.637379,613.5375086
114.499404,34.646022,171.4443543
120.952625,32.001205,321.2428274
118.087516,24.474988,946.6039928
113.847968,22.595779,806.0255911
104.638952,30.1253,784.7941655
119.632277,32.022715,456.6494382
116.492237,39.991802,41.25002338
114.30078,22.715682,835.954242
112.898903,32.04371,485.7165414
112.512107,23.065747,734.6963671
114.104018,22.626803,991.7611976
107.106742,25.849819,518.9703428
119.969664,30.26186,373.9468853
113.359857,22.519652,278.5321531
119.530013,39.935889,353.1568532
117.377447,38.403876,606.0698902
77.254607,39.050215,6.341417189
126.660514,45.781893,526.6998118
117.085608,36.652113,520.0977338
120.775986,31.520694,220.6990047
120.292808,30.299244,634.8121167
120.040175,28.899236,857.1662027
114.397917,23.545706,694.9842392
113.83515,23.093211,254.9201147
